,appid,name,release_date,yrs_released,winter,spring,summer,fall,achievements,average_playtime,median_playtime,price,avg_owners,revenue,total_ratings,perc_pos_ratings,tags_per_game,multi,co-op,cont_supp,steam_achiev,steam_tc,steam_cloud,indie,action,adventure,casual,strategy,simulation,rpg,puzzle,2d,great_soundtrack,atmospheric,vr,difficult,story_rich,free_to_play,anime,horror,platformer,pixel_graphics,violent
7381,420020,Eye of the Owl - Bosch VR,2016-12-23,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,40,0.95,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7420,421110,AWAKE,2015-12-16,4,1,0,0,0,0,0,0,0.0,10000.0,0.0,38,0.42105263157894735,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423,421180,Umbra: Shadow of Death,2015-12-18,4,1,0,0,0,32,0,0,0.0,10000.0,0.0,10,0.7,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7450,422500,Emmerholt: Prologue,2017-02-14,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,94,0.7553191489361702,5,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7601,428060,Millia -The ending-,2016-01-08,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,25,0.88,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7693,430890,Rytmik Player,2017-04-21,2,0,1,0,0,7,0,0,0.0,10000.0,0.0,23,0.9130434782608695,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7710,431390,Diorama No.1 : Blocked In,2016-04-05,3,0,1,0,0,0,0,0,0.0,10000.0,0.0,27,0.7407407407407407,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7753,432310,Virtual Pool 4 Multiplayer,2016-06-13,3,0,0,1,0,0,0,0,0.0,35000.0,0.0,45,0.5333333333333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7805,433750,The Grandfather,2016-05-03,3,0,1,0,0,0,0,0,0.0,35000.0,0.0,101,0.594059405940594,14,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
7961,437720,Blossoms Bloom Brightest,2017-04-28,2,0,1,0,0,4,0,0,0.0,35000.0,0.0,95,0.7052631578947368,8,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8010,438920,Legends of Callasia,2016-06-10,3,0,0,1,0,29,0,0,0.0,75000.0,0.0,250,0.808,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8084,442120,Pinball FX3,2017-09-26,2,0,0,0,1,98,145,239,0.0,150000.0,0.0,970,0.7917525773195876,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,442290,Pointless,2016-02-22,3,1,0,0,0,8,0,0,0.0,10000.0,0.0,148,0.5472972972972973,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,443250,Legacy of the Elder Star,2016-06-07,3,0,0,1,0,17,0,0,0.0,10000.0,0.0,38,0.868421052631579,15,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8165,444770,Mimpi Dreams,2016-03-22,3,0,1,0,0,57,87,87,0.0,75000.0,0.0,333,0.933933933933934,8,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
8239,446770,Skeet: VR Target Shooting,2016-04-05,3,0,1,0,0,14,0,0,0.0,150000.0,0.0,134,0.7910447761194029,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8328,448710,VirZOOM Arcade,2016-06-30,3,0,0,1,0,21,0,0,0.0,75000.0,0.0,21,0.9523809523809523,9,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8353,449130,ENGAGE,2018-12-18,1,1,0,0,0,0,0,0,0.0,75000.0,0.0,41,0.8048780487804879,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8458,451960,The Secret of Pineview Forest,2016-10-31,3,0,0,0,1,0,0,0,0.0,35000.0,0.0,94,0.5319148936170213,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8459,451980,The Body VR: Journey Inside a Cell,2016-10-03,3,0,0,0,1,0,0,0,0.0,75000.0,0.0,200,0.93,10,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8504,453680,MiniGolf Mania,2016-03-25,3,0,1,0,0,0,0,0,0.0,10000.0,0.0,52,0.6923076923076923,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8530,454070,Boundel: The Second Era,2016-11-14,3,0,0,0,1,21,0,0,0.0,10000.0,0.0,281,0.5871886120996441,4,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8617,456450,Jaunt VR - Experience Cinematic Virtual Reality,2016-03-28,3,0,1,0,0,0,0,0,0.0,35000.0,0.0,41,0.4634146341463415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8628,456920,Gary the Gull,2016-11-22,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,30,0.43333333333333335,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8634,457230,Atlas Reactor VR Character Viewer,2016-04-05,3,0,1,0,0,0,0,0,0.0,35000.0,0.0,33,0.9090909090909091,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8647,457550,Bigscreen Beta,2016-04-28,3,0,1,0,0,0,153,155,0.0,350000.0,0.0,1102,0.8847549909255898,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8653,457670,Vrideo,2016-04-12,3,0,1,0,0,0,0,0,0.0,75000.0,0.0,63,0.5555555555555556,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8704,458890,WITHIN,2016-06-16,3,0,0,1,0,0,0,0,0.0,35000.0,0.0,64,0.484375,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8718,459170,Discovr™ Egypt: King Tut's Tomb,2016-04-11,3,0,1,0,0,5,0,0,0.0,35000.0,0.0,43,0.5813953488372093,5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8763,460850,Allumette,2016-10-13,3,0,0,0,1,0,0,0,0.0,75000.0,0.0,458,0.9672489082969432,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8782,461320,Smackitball,2017-02-27,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,15,0.5333333333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8839,462530,8i - Make VR Human,2016-04-25,3,0,1,0,0,0,0,0,0.0,35000.0,0.0,60,0.6666666666666666,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8853,462910,Poly Runner VR,2016-04-18,3,0,1,0,0,0,0,0,0.0,35000.0,0.0,63,0.7936507936507936,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8873,463180,Super Blue Fighter,2016-05-05,3,0,1,0,0,16,206,206,0.0,150000.0,0.0,107,0.7570093457943925,4,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8894,463670,Runeyana,2017-03-21,2,0,1,0,0,30,399,399,0.0,35000.0,0.0,41,0.5609756097560976,5,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8928,464540,Colosse,2016-04-21,3,0,1,0,0,0,0,0,0.0,75000.0,0.0,130,0.8153846153846154,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8944,464940,Sketchfab VR,2016-05-16,3,0,1,0,0,0,0,0,0.0,35000.0,0.0,50,0.72,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8953,465090,Don Bradman Cricket 17 Demo,2016-05-26,3,0,1,0,0,0,0,0,0.0,10000.0,0.0,5,0.6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9031,466900,Hide & Spook: The Haunted Alchemist,2016-10-28,3,0,0,0,1,0,1,1,0.0,35000.0,0.0,31,0.967741935483871,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9106,469650,Disney Movies VR,2016-05-16,3,0,1,0,0,0,0,0,0.0,75000.0,0.0,178,0.5449438202247191,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9121,470040,Spellgear,2017-04-07,2,0,1,0,0,65,0,0,0.0,10000.0,0.0,75,0.6533333333333333,3,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9143,470760,Antiflux,2016-05-19,3,0,1,0,0,0,0,0,0.0,10000.0,0.0,35,0.8857142857142857,8,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9197,473910,The Nest,2016-06-14,3,0,0,1,0,4,0,0,0.0,10000.0,0.0,179,0.6424581005586593,6,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9229,475530,Go Go Electric Samurai,2017-08-14,2,0,0,1,0,10,0,0,0.0,10000.0,0.0,23,0.7391304347826086,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,477200,Descent: Road to Legend,2016-06-01,3,0,0,1,0,0,0,0,0.0,75000.0,0.0,197,0.8629441624365483,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9294,479310,Doodler,2016-07-15,3,0,0,1,0,9,0,0,0.0,10000.0,0.0,32,0.9375,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9346,485000,Cthulhu Realms,2016-07-01,3,0,0,1,0,0,3,3,0.0,75000.0,0.0,162,0.6790123456790124,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9354,485230,HALP!,2016-08-01,3,0,0,1,0,0,0,0,0.0,35000.0,0.0,96,0.6875,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9393,485800,Runeous: Part One,2016-05-31,3,0,1,0,0,9,0,0,0.0,35000.0,0.0,90,0.7777777777777778,7,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9425,486490,Witan,2016-07-12,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,18,0.6111111111111112,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9556,490840,Gnomes & Goblins (preview),2016-09-08,3,0,0,0,1,0,0,0,0.0,150000.0,0.0,481,0.9563409563409564,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9632,492630,Bear With Me - Episode One,2016-08-08,3,0,0,1,0,75,70,70,0.0,75000.0,0.0,765,0.8836601307189542,20,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
9656,493400,Funfair,2016-08-20,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,33,0.7272727272727273,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9659,493480,ERISLE,2017-03-10,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,19,0.47368421052631576,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9688,494220,Blight of the Immortals,2016-10-25,3,0,0,0,1,0,0,0,0.0,35000.0,0.0,47,0.5957446808510638,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9735,495520,Ping Pong League,2017-02-27,2,1,0,0,0,0,0,0,0.0,35000.0,0.0,53,0.6037735849056604,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9747,495750,Reckpunk,2017-01-12,2,1,0,0,0,8,0,0,0.0,10000.0,0.0,16,0.875,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9766,496180,GE Neuro,2016-09-05,3,0,0,0,1,0,0,0,0.0,35000.0,0.0,33,0.7575757575757576,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9767,496190,Senza Peso,2016-10-11,3,0,0,0,1,0,0,0,0.0,75000.0,0.0,239,0.9414225941422594,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9825,497090,Amihailu in Dreamland,2016-08-23,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,24,0.7916666666666666,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9847,497570,Building the Great Wall of China 2,2017-04-25,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,15,0.7333333333333333,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,498510,DreamLand,2016-07-07,3,0,0,1,0,0,0,0,0.0,35000.0,0.0,62,0.5806451612903226,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9899,498850,"Ortus Arena, strategy board game online, FOR FREE",2016-09-28,3,0,0,0,1,12,0,0,0.0,10000.0,0.0,32,0.6875,7,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,500660,Limberjack,2016-09-01,3,0,0,0,1,11,0,0,0.0,10000.0,0.0,27,0.5925925925925926,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9956,500710,Wild Terra Online,2017-12-18,2,1,0,0,0,50,53,53,0.0,35000.0,0.0,1206,0.6086235489220564,20,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9977,501280,VirZOOM Gamepad Emulator,2016-07-29,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,1,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10086,503630,INVASION!,2016-10-12,3,0,0,0,1,0,0,0,0.0,75000.0,0.0,141,0.9078014184397163,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10132,504630,Broomball VR,2016-07-26,3,0,0,1,0,0,0,0,0.0,35000.0,0.0,42,0.6666666666666666,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10171,506280,My Lil' Donut,2016-08-31,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,36,0.8611111111111112,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10198,507210,The Wire,2016-07-30,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,26,0.8076923076923077,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10215,508250,Aussie Sports VR 2016,2019-03-05,0,0,1,0,0,0,0,0,0.0,10000.0,0.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10286,509860,Baezult,2016-08-03,3,0,0,1,0,0,0,0,0.0,35000.0,0.0,52,0.7307692307692307,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10287,509880,"The End o,,,o",2017-05-11,2,0,1,0,0,1,0,0,0.0,10000.0,0.0,102,0.6176470588235294,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10301,510130,Power Link VR,2016-09-09,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,19,0.8947368421052632,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10330,510730,Grim Seventh,2017-01-20,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,18,0.5555555555555556,11,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10399,512270,Home - A VR Spacewalk,2017-11-30,2,0,0,0,1,0,14,14,0.0,75000.0,0.0,152,0.7697368421052632,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10423,512920,Trigger Time,2017-05-15,2,0,1,0,0,24,0,0,0.0,10000.0,0.0,11,0.8181818181818182,10,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10448,513490,1943 Berlin Blitz,2018-10-03,1,0,0,0,1,0,0,0,0.0,35000.0,0.0,127,0.9448818897637795,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10549,515700,Snowday,2016-11-30,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,11,0.8181818181818182,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10568,516470,CRAPPY ZOMBIE GAME,2016-10-28,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,19,0.6842105263157895,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10614,517320,GunGirl 2,2016-09-01,3,0,0,0,1,0,0,0,0.0,35000.0,0.0,92,0.9021739130434783,7,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10626,517550,The Enlightened League of Bone Builders and the Osseous Enigma,2016-08-29,3,0,0,1,0,0,0,0,0.0,10000.0,0.0,24,0.6666666666666666,6,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10631,517680,A dead world's dream,2016-09-20,3,0,0,0,1,16,0,0,0.0,10000.0,0.0,31,0.7419354838709677,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10702,520530,INTERSHELTER,2016-11-20,3,0,0,0,1,12,10575,15852,0.0,75000.0,0.0,1089,0.6831955922865014,7,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10730,521320,Final Warrior Quest,2018-04-12,1,0,1,0,0,0,0,0,0.0,35000.0,0.0,19,0.7368421052631579,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10781,522280,How To Make Your Grandpa Happy,2016-10-25,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,51,0.8235294117647058,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10805,523070,Black Forest,2016-09-09,3,0,0,0,1,14,0,0,0.0,10000.0,0.0,13,0.6923076923076923,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10810,523170,ShotForge,2016-11-02,3,0,0,0,1,0,7,7,0.0,35000.0,0.0,56,0.8214285714285714,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10822,523680,Honey Rose: Underdog Fighter Extraordinaire,2016-09-29,3,0,0,0,1,37,0,0,0.0,10000.0,0.0,36,0.75,7,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10827,523750,Die 4te Offenbarung,2018-06-01,1,0,0,1,0,1,0,0,0.0,10000.0,0.0,12,0.5,5,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10845,524240,STONEBOND: The Gargoyle's Domain,2017-01-28,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,9,0.6666666666666666,7,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10907,526180,Deus Ex: Mankind Divided™ - VR Experience,2017-01-24,2,1,0,0,0,0,0,0,0.0,75000.0,0.0,228,0.5087719298245614,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10918,526470,Deep Below,2016-09-23,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,19,0.47368421052631576,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10925,526730,Life of Lon: Chapter 1,2017-06-01,2,0,0,1,0,0,0,0,0.0,35000.0,0.0,37,0.7837837837837838,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11007,528450,Hunt: The Unknown Quarry,2017-01-30,2,1,0,0,0,78,0,0,0.0,35000.0,0.0,26,0.46153846153846156,10,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11008,528460,Rogalia,2018-10-15,1,0,0,0,1,35,0,0,0.0,10000.0,0.0,348,0.7097701149425287,12,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11062,529720,bob's game,2017-02-21,2,1,0,0,0,0,0,0,0.0,75000.0,0.0,51,0.7450980392156863,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11105,530720,Solitaire Royale,2016-09-15,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,31,0.6451612903225806,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11107,530820,Subject A-119,2017-06-09,2,0,0,1,0,17,0,0,0.0,10000.0,0.0,18,0.5555555555555556,5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11124,531270,The Art of Fight | 4vs4 Fast-Paced FPS,2017-02-17,2,1,0,0,0,35,0,0,0.0,10000.0,0.0,333,0.6966966966966966,6,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11222,534460,Let Hawaii Happen VR,2016-10-22,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,25,0.56,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11239,535170,Climbtime,2017-05-03,2,0,1,0,0,9,0,0,0.0,10000.0,0.0,36,0.5555555555555556,12,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11274,536230,Siege Hammer,2016-11-02,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,7,0.8571428571428571,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11310,537130,Red Spider: Vengeance,2016-11-25,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,17,0.7647058823529411,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11311,537140,Nemesis Perspective,2016-12-21,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,41,0.926829268292683,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11322,537540,The Last Journey,2017-04-25,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,30,0.5333333333333333,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11323,537590,Bridge to Nowhere,2016-10-04,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,9,0.4444444444444444,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11339,538110,Delila's Gift,2017-05-22,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,15,0.8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11357,538880,Triennale Game Collection,2016-12-07,3,1,0,0,0,0,0,0,0.0,10000.0,0.0,51,0.9019607843137255,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11364,539190,CuVRball,2017-01-31,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,12,0.9166666666666666,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11372,539370,TV Trouble,2016-10-24,3,0,0,0,1,9,0,0,0.0,10000.0,0.0,33,0.7575757575757576,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11373,539380,Think To Die 2,2016-10-14,3,0,0,0,1,23,89,89,0.0,10000.0,0.0,87,0.7586206896551724,6,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11429,541420,Hoverboards VR,2016-10-26,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,10,0.9,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11447,542170,Edmersiv,2016-10-14,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,16,0.8125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11449,542210,Xemo® : Robot Simulation,2016-11-21,3,0,0,0,1,0,0,0,0.0,10000.0,0.0,16,0.75,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11480,542790,RacetronicVR,2017-11-13,2,0,0,0,1,0,0,0,0.0,10000.0,0.0,4,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11482,542850,Dystopy,2017-02-28,2,1,0,0,0,0,0,0,0.0,10000.0,0.0,16,0.6875,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11483,542870,Biomydra,2017-03-09,2,0,1,0,0,0,0,0,0.0,10000.0,0.0,9,0.6666666666666666,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
