,appid,name,release_date,yrs_released,winter,spring,summer,fall,achievements,average_playtime,median_playtime,price,avg_owners,revenue,total_ratings,perc_pos_ratings,tags_per_game,multi,co-op,cont_supp,steam_achiev,steam_tc,steam_cloud,indie,action,adventure,casual,strategy,simulation,rpg,puzzle,2d,great_soundtrack,atmospheric,vr,difficult,story_rich,free_to_play,anime,horror,platformer,pixel_graphics,violent
0,10,Counter-Strike,2000-11-01,19,0,0,0,1,0,17612,317,7.19,15000000.0,107850000.0,127873,0.9738881546534452,20,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,Team Fortress Classic,1999-04-01,20,0,1,0,0,0,277,62,3.99,7500000.0,29925000.0,3951,0.8397873955960516,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,30,Day of Defeat,2003-05-01,16,0,1,0,0,0,187,34,3.99,7500000.0,29925000.0,3814,0.8956476140534871,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40,Deathmatch Classic,2001-06-01,18,0,0,1,0,0,258,184,3.99,7500000.0,29925000.0,1540,0.8266233766233766,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50,Half-Life: Opposing Force,1999-11-01,20,0,0,0,1,0,624,415,3.99,7500000.0,29925000.0,5538,0.9479956663055255,20,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
5,60,Ricochet,2000-11-01,19,0,0,0,1,0,175,10,3.99,7500000.0,29925000.0,3442,0.8012783265543288,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,70,Half-Life,1998-11-08,21,0,0,0,1,0,1300,83,7.19,7500000.0,53925000.0,28855,0.9618783573037601,20,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
7,80,Counter-Strike: Condition Zero,2004-03-01,15,0,1,0,0,0,427,43,7.19,15000000.0,107850000.0,13559,0.8938712294416993,20,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8,130,Half-Life: Blue Shift,2001-06-01,18,0,0,1,0,0,361,205,3.99,7500000.0,29925000.0,4242,0.900990099009901,18,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
9,220,Half-Life 2,2004-11-16,15,0,0,0,1,33,691,402,7.19,15000000.0,107850000.0,70321,0.9656006029493324,20,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
10,240,Counter-Strike: Source,2004-11-01,15,0,0,0,1,147,6842,400,7.19,15000000.0,107850000.0,80137,0.9563622296816702,20,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11,280,Half-Life: Source,2004-06-01,15,0,0,1,0,0,190,214,0.0,3500000.0,0.0,4820,0.7815352697095436,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
12,300,Day of Defeat: Source,2010-07-12,9,0,0,1,0,54,1356,134,7.19,7500000.0,53925000.0,11699,0.8965723566116762,20,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,320,Half-Life 2: Deathmatch,2004-11-01,15,0,0,0,1,0,311,32,3.99,15000000.0,59850000.0,6807,0.8843837226384604,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,340,Half-Life 2: Lost Coast,2005-10-27,14,0,0,0,1,0,46,29,0.0,15000000.0,0.0,6803,0.8500661472879611,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
15,360,Half-Life Deathmatch: Source,2006-05-01,13,0,1,0,0,0,102,81,0.0,7500000.0,0.0,1835,0.7422343324250681,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,380,Half-Life 2: Episode One,2006-06-01,13,0,0,1,0,13,281,184,5.79,7500000.0,43425000.0,8425,0.9386350148367952,20,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
17,400,Portal,2007-10-10,12,0,0,0,1,15,288,137,7.19,15000000.0,107850000.0,52881,0.9795767856129801,20,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
18,420,Half-Life 2: Episode Two,2007-10-10,12,0,0,0,1,22,354,301,5.79,7500000.0,43425000.0,14598,0.9523222359227291,20,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
19,440,Team Fortress 2,2007-10-10,12,0,0,0,1,520,8495,623,0.0,35000000.0,0.0,549915,0.9381067983233773,20,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,500,Left 4 Dead,2008-11-17,11,0,0,0,1,73,897,278,7.19,7500000.0,53925000.0,18899,0.9498386157997778,20,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,550,Left 4 Dead 2,2009-11-19,10,0,0,0,1,70,1615,566,7.19,15000000.0,107850000.0,260207,0.9676488334287702,20,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,570,Dota 2,2013-07-09,6,0,0,1,0,0,23944,801,0.0,150000000.0,0.0,1005586,0.8587102445738107,20,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
23,620,Portal 2,2011-04-18,8,0,1,0,0,51,1102,520,7.19,15000000.0,107850000.0,140111,0.9865035578933845,20,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
24,630,Alien Swarm,2010-07-19,9,0,0,1,0,66,371,83,0.0,3500000.0,0.0,18376,0.9487919024814976,20,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,730,Counter-Strike: Global Offensive,2012-08-21,7,0,0,1,0,167,22494,6502,0.0,75000000.0,0.0,3046717,0.8679519627192155,20,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,1002,Rag Doll Kung Fu,2005-10-12,14,0,0,0,1,0,0,0,5.99,35000.0,209650.0,57,0.7017543859649122,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1200,Red Orchestra: Ostfront 41-45,2006-03-14,13,0,1,0,0,44,232,258,3.99,750000.0,2992500.0,1785,0.8750700280112045,16,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,1250,Killing Floor,2009-05-14,10,0,1,0,0,285,1328,306,14.99,3500000.0,52465000.0,56359,0.9529977465888323,20,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29,1300,SiN Episodes: Emergence,2006-05-10,13,0,1,0,0,0,0,0,7.19,150000.0,1078500.0,529,0.8846880907372401,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1500,Darwinia,2005-07-14,14,0,0,1,0,0,182,273,7.19,750000.0,5392500.0,630,0.7492063492063492,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,1510,Uplink,2006-08-23,13,0,0,1,0,0,65,77,6.99,750000.0,5242500.0,1754,0.9133409350057012,18,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
32,1520,DEFCON,2006-09-29,13,0,0,0,1,22,80,119,7.19,750000.0,5392500.0,2401,0.8567263640149938,17,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
33,1530,Multiwinia,2008-09-19,11,0,0,0,1,12,121,224,7.19,750000.0,5392500.0,443,0.8306997742663657,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1600,Dangerous Waters,2006-02-07,13,1,0,0,0,0,0,0,22.99,75000.0,1724249.9999999998,184,0.7608695652173914,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1610,Space Empires IV Deluxe,2006-02-07,13,1,0,0,0,0,0,0,6.99,75000.0,524250.0,138,0.8115942028985508,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1630,Disciples II: Rise of the Elves ,2006-07-06,13,0,0,1,0,0,0,0,4.99,150000.0,748500.0,559,0.8067978533094812,9,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
37,1640,Disciples II: Gallean's Return,2006-07-06,13,0,0,1,0,0,9,12,4.99,150000.0,748500.0,642,0.7632398753894081,13,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38,1670,Iron Warriors: T - 72 Tank Command ,2006-07-26,13,0,0,1,0,0,0,0,3.99,35000.0,139650.0,239,0.5732217573221757,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1690,Space Empires V,2006-10-16,13,0,0,0,1,0,35,35,10.99,75000.0,824250.0,276,0.6920289855072463,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1700,Arx Fatalis,2007-04-03,12,0,1,0,0,0,11,21,2.99,150000.0,448500.00000000006,777,0.8635778635778636,17,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
41,1840,Source Filmmaker,2012-07-10,7,0,0,1,0,0,239,77,0.0,1500000.0,0.0,16194,0.9313943435840435,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
42,1900,Earth 2160,2006-04-01,13,0,1,0,0,0,405,414,3.99,1500000.0,5985000.0,736,0.6766304347826086,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1930,Two Worlds Epic Edition,2009-04-30,10,0,1,0,0,0,484,422,6.99,1500000.0,10485000.0,3711,0.7157100511991377,13,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,2100,Dark Messiah of Might & Magic,2006-10-25,13,0,0,0,1,0,634,700,4.29,1500000.0,6435000.0,4702,0.9327945555082944,20,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
45,2200,Quake III Arena,2007-08-03,12,0,0,1,0,0,123,103,12.99,350000.0,4546500.0,1428,0.9537815126050421,18,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
46,2210,Quake IV,2011-08-04,8,0,0,1,0,0,36,32,12.99,350000.0,4546500.0,1062,0.8389830508474576,15,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47,2270,Wolfenstein 3D,2007-08-03,12,0,0,1,0,0,69,110,2.99,350000.0,1046500.0000000001,1860,0.9532258064516129,17,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
48,2280,Ultimate Doom,2007-08-03,12,0,0,1,0,0,125,179,3.99,750000.0,2992500.0,3962,0.9351337708228168,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
49,2290,Final DOOM,2007-08-03,12,0,0,1,0,0,120,114,3.99,350000.0,1396500.0,655,0.8748091603053435,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
50,2300,DOOM II,2007-08-03,12,0,0,1,0,0,90,78,3.99,750000.0,2992500.0,2699,0.9325676176361616,20,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
51,2310,QUAKE,2007-08-03,12,0,0,1,0,0,167,189,3.99,350000.0,1396500.0,2754,0.9506172839506173,20,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
52,2320,QUAKE II,2007-08-03,12,0,0,1,0,0,291,349,3.99,350000.0,1396500.0,1476,0.9275067750677507,20,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
53,2330,QUAKE II Mission Pack: The Reckoning,2007-08-03,12,0,0,1,0,0,32,32,2.49,350000.0,871500.0000000001,77,0.8441558441558441,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2340,QUAKE II Mission Pack: Ground Zero,2007-08-03,12,0,0,1,0,0,1,1,2.49,350000.0,871500.0000000001,87,0.6206896551724138,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2350,QUAKE III: Team Arena,2007-08-03,12,0,0,1,0,0,0,0,12.99,350000.0,4546500.0,139,0.7769784172661871,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2360,HeXen: Beyond Heretic,2007-08-03,12,0,0,1,0,0,50,50,2.99,350000.0,1046500.0000000001,275,0.9054545454545454,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2370,HeXen: Deathkings of the Dark Citadel,2007-08-03,12,0,0,1,0,0,0,0,2.99,150000.0,448500.00000000006,77,0.7402597402597403,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2390,Heretic: Shadow of the Serpent Riders,2007-08-03,12,0,0,1,0,0,0,0,2.99,350000.0,1046500.0000000001,446,0.9349775784753364,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2400,The Ship: Murder Party,2006-07-11,13,0,0,1,0,0,233,239,0.0,1500000.0,0.0,5611,0.8588486900730707,20,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60,2450,Bloody Good Time,2010-10-29,9,0,0,0,1,12,193,193,4.29,150000.0,643500.0,866,0.7644341801385681,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2500,Shadowgrounds,2006-05-08,13,0,1,0,0,0,186,258,3.99,750000.0,2992500.0,1221,0.7968877968877969,16,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,2520,Gumboy - Crazy Adventures™,2006-12-19,13,1,0,0,0,0,0,0,0.0,75000.0,0.0,98,0.5306122448979592,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2590,Alpha Prime,2007-11-07,12,0,0,0,1,0,0,0,2.99,350000.0,1046500.0000000001,1133,0.5383936451897617,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,2600,Vampire: The Masquerade - Bloodlines,2007-03-22,12,0,1,0,0,0,350,202,14.99,750000.0,11242500.0,6523,0.9445040625479074,20,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
65,2610,GUN™,2006-10-13,13,0,0,0,1,0,462,889,9.99,75000.0,749250.0,827,0.8948004836759371,18,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
66,2620,Call of Duty®,2006-10-13,13,0,0,0,1,0,545,849,14.99,350000.0,5246500.0,1672,0.9300239234449761,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
67,2630,Call of Duty® 2,2006-10-13,13,0,0,0,1,0,750,1041,14.99,350000.0,5246500.0,2670,0.9116104868913858,19,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
68,2640,Call of Duty: United Offensive,2006-10-13,13,0,0,0,1,0,0,0,14.99,350000.0,5246500.0,587,0.8347529812606473,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,2710,Act of War: Direct Action,2008-03-12,11,0,1,0,0,0,0,0,1.99,35000.0,69650.0,213,0.8450704225352113,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2720,ThreadSpace: Hyperbol,2007-07-12,12,0,0,1,0,0,0,0,3.99,35000.0,139650.0,40,0.775,4,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2780,ARMA: Combat Operations,2008-03-12,11,0,1,0,0,0,0,0,5.99,35000.0,209650.0,222,0.6531531531531531,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2800,X2: The Threat,2006-07-21,13,0,0,1,0,0,732,732,4.99,350000.0,1746500.0,262,0.8091603053435115,11,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2810,X3: Reunion,2006-07-21,13,0,0,1,0,0,831,1232,9.99,350000.0,3496500.0,395,0.7139240506329114,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2820,X3: Terran Conflict,2008-10-16,11,0,0,0,1,33,972,1273,15.99,750000.0,11992500.0,1905,0.8572178477690289,19,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
75,2840,X: Beyond the Frontier,2010-10-08,9,0,0,0,1,0,648,648,3.49,350000.0,1221500.0,190,0.7473684210526316,11,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2850,X: Tension,2010-10-08,9,0,0,0,1,0,13,13,3.49,35000.0,122150.00000000001,75,0.76,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2870,X Rebirth,2013-11-15,6,0,0,0,1,69,1744,3386,24.99,350000.0,8746500.0,6864,0.4125874125874126,17,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
78,2900,688(I) Hunter/Killer,2006-10-26,13,0,0,0,1,0,0,0,22.99,35000.0,804650.0,69,0.7536231884057971,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2910,Fleet Command,2006-10-26,13,0,0,0,1,0,0,0,22.99,75000.0,1724249.9999999998,158,0.8037974683544303,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2920,Sub Command,2006-10-26,13,0,0,0,1,0,0,0,22.99,35000.0,804650.0,47,0.7021276595744681,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2990,FlatOut 2™,2006-12-21,13,1,0,0,0,0,293,351,5.99,750000.0,4492500.0,5781,0.940667704549386,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
82,3010,Xpand Rally,2006-08-24,13,0,0,1,0,0,939,939,3.99,35000.0,139650.0,178,0.7808988764044944,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3020,Call of Juarez™,2007-11-08,12,0,0,0,1,0,46,60,8.59,150000.0,1288500.0,991,0.8002018163471241,14,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
84,3050,Xpand Rally Xtreme,2008-10-08,11,0,0,0,1,0,0,0,3.99,35000.0,139650.0,107,0.6635514018691588,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3130,Men of War: Red Tide,2009-11-01,10,0,0,0,1,0,0,0,3.99,350000.0,1396500.0,363,0.8099173553719008,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3170,King's Bounty: Armored Princess,2009-11-19,10,0,0,0,1,0,1422,1429,7.99,350000.0,2796500.0,535,0.9009345794392524,14,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
87,3230,Genesis Rising,2007-08-06,12,0,0,1,0,0,0,0,4.49,35000.0,157150.0,124,0.24193548387096775,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3260,Safecracker: The Ultimate Puzzle Adventure,2007-08-29,12,0,0,1,0,0,1,1,4.49,75000.0,336750.0,428,0.5981308411214953,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,3270,Painkiller Overdose,2007-10-30,12,0,0,0,1,0,270,270,4.49,350000.0,1571500.0,566,0.7579505300353356,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,3330,Zuma Deluxe,2006-08-30,13,0,0,1,0,0,267,267,4.25,150000.0,637500.0,474,0.9219409282700421,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,3410,Heavy Weapon Deluxe,2006-08-30,13,0,0,1,0,0,0,0,4.25,35000.0,148750.0,99,0.7171717171717171,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3480,Peggle Deluxe,2007-03-06,12,0,1,0,0,0,214,254,4.25,350000.0,1487500.0,1172,0.9436860068259386,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
93,3483,Peggle Extreme,2007-09-11,12,0,0,0,1,0,1,1,0.0,350000.0,0.0,765,0.9241830065359478,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
94,3490,Venice Deluxe,2007-06-25,12,0,0,1,0,0,0,0,4.25,35000.0,148750.0,12,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3500,Mystery P.I.™ - The Lottery Ticket,2007-10-16,12,0,0,0,1,0,0,0,4.25,35000.0,148750.0,13,0.7692307692307693,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3510,Amazing Adventures The Lost Tomb™,2007-12-13,12,1,0,0,0,0,0,0,4.25,35000.0,148750.0,29,0.7241379310344828,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,3520,Mystery P.I.™ - The Vegas Heist,2008-06-05,11,0,0,1,0,0,0,0,4.25,35000.0,148750.0,16,0.6875,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3530,Amazing Adventures Around the World,2009-04-15,10,0,1,0,0,0,0,0,4.25,35000.0,148750.0,30,0.7666666666666667,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,3540,Peggle™ Nights,2008-10-15,11,0,0,0,1,0,237,237,4.25,350000.0,1487500.0,392,0.9387755102040817,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100,3560,Bejeweled Twist,2008-11-18,11,0,0,0,1,0,0,0,4.25,35000.0,148750.0,116,0.8448275862068966,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,3570,Mystery P.I.™ - The New York Fortune,2009-01-28,10,1,0,0,0,0,0,0,4.25,35000.0,148750.0,13,0.6153846153846154,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3580,The Wizard's Pen™,2009-02-18,10,1,0,0,0,0,0,0,4.25,35000.0,148750.0,18,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3590,Plants vs. Zombies GOTY Edition,2009-05-05,10,0,1,0,0,21,480,374,4.25,1500000.0,6375000.0,15084,0.9699018827897109,20,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
104,3600,Escape Rosecliff Island,2009-04-15,10,0,1,0,0,0,0,0,4.25,75000.0,318750.0,154,0.6298701298701299,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,3610,Mystery P.I. - Lost in Los Angeles,2009-07-27,10,0,0,1,0,0,0,0,4.25,35000.0,148750.0,11,0.7272727272727273,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3620,Zuma's Revenge!,2009-09-15,10,0,0,0,1,14,0,0,4.25,150000.0,637500.0,463,0.9395248380129589,5,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,3700,Sniper Elite,2009-07-16,10,0,0,1,0,0,262,371,5.59,750000.0,4192500.0,1558,0.7580231065468549,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3710,Judge Dredd: Dredd vs. Death,2009-03-26,10,0,1,0,0,0,8,8,5.59,75000.0,419250.0,638,0.8761755485893417,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3720,Evil Genius,2009-06-22,10,0,0,1,0,0,287,318,6.99,350000.0,2446500.0,1942,0.951081359423275,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,3730,Aliens versus Predator Classic 2000,2010-01-15,9,1,0,0,0,0,20,24,3.99,350000.0,1396500.0,1653,0.867513611615245,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
111,3800,Advent Rising,2006-09-14,13,0,0,0,1,0,0,0,7.19,75000.0,539250.0,331,0.7854984894259819,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
112,3810,BloodRayne,2006-09-14,13,0,0,0,1,0,111,111,6.99,75000.0,524250.0,479,0.7703549060542797,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,3820,BloodRayne 2,2006-09-14,13,0,0,0,1,0,771,771,6.99,75000.0,524250.0,362,0.7154696132596685,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,3830,Psychonauts,2006-10-11,13,0,0,0,1,37,491,232,6.99,3500000.0,24465000.0,8660,0.9473441108545034,20,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
